YYYY,m,d,h,h'Es
2002,5,25,17,NaN
2002,5,25,18,110
2002,5,25,19,110
2002,5,25,20,NaN
2002,5,25,21,110
2002,5,25,22,NaN
2002,5,25,23,125
2002,5,26,0,120
2002,5,26,1,135
2002,5,26,2,125
2002,5,26,3,120
2002,5,26,4,110
2002,5,26,5,105
2002,5,26,6,115
2002,5,26,7,110
2002,5,26,8,110
2002,5,26,9,105
2002,5,26,10,105
2002,5,26,11,110
2002,5,26,12,120
2002,5,26,13,110
2002,5,26,14,110
2002,5,26,15,110
2002,5,26,16,105
2002,5,26,17,100
2002,5,26,18,100
2002,5,26,19,NaN
2002,5,26,20,NaN
2002,5,26,21,NaN
2002,5,26,22,100
2002,5,26,23,120
2002,5,27,0,110
2002,5,27,1,110
2002,5,27,2,110
2002,5,27,3,130
2002,5,27,4,130
2002,5,27,5,110
2002,5,27,6,110
2002,5,27,7,110
2002,5,27,8,120
2002,5,27,9,100
2002,5,27,10,100
2002,5,27,11,110
2002,5,27,12,125
2002,5,27,13,120
2002,5,27,14,140
2002,5,27,15,140
2002,5,27,16,140
2002,5,27,17,130
2002,5,27,18,125
2002,5,27,19,130
2002,5,27,20,135
2002,5,27,21,130
2002,5,27,22,130
2002,5,27,23,130
2002,5,28,0,130
2002,5,28,1,120
2002,5,28,2,120
2002,5,28,3,110
2002,5,28,4,130
2002,5,28,5,120
2002,5,28,6,102
2002,5,28,7,110
2002,5,28,8,120
2002,5,28,9,120
2002,5,28,10,110
2002,5,28,11,140
2002,5,28,12,120
2002,5,28,13,120
2002,5,28,14,115
2002,5,28,15,110
2002,5,28,16,105
2002,5,28,17,NaN
2002,5,28,18,100
2002,5,28,19,NaN
2002,5,28,20,NaN
2002,5,28,21,105
2002,5,28,22,100
2002,5,28,23,100
2002,5,29,0,120
2002,5,29,1,150
2002,5,29,2,125
2002,5,29,3,125
2002,5,29,4,120
2002,5,29,5,115
2002,5,29,6,110
2002,5,29,7,115
2002,5,29,8,110
2002,5,29,9,105
2002,5,29,10,105
2002,5,29,11,110
2002,5,29,12,100
2002,5,29,13,100
2002,5,29,14,100
2002,5,29,15,100
2002,5,29,16,105
2002,5,29,17,105
2002,5,29,18,100
2002,5,29,19,100
2002,5,29,20,100
2002,5,29,21,100
2002,5,29,22,100
2002,5,29,23,150
2002,5,30,0,130
2002,5,30,1,110
2002,5,30,2,110
2002,5,30,3,120
2002,5,30,4,110
2002,5,30,5,110
2002,5,30,6,105
2002,5,30,7,110
2002,5,30,8,110
2002,5,30,9,110
2002,5,30,10,100
2002,5,30,11,110
2002,5,30,12,120
2002,5,30,13,100
2002,5,30,14,110
2002,5,30,15,125
2002,5,30,16,NaN
2002,5,30,17,NaN
2002,5,30,18,NaN
2002,5,30,19,105
2002,5,30,20,105
2002,5,30,21,105
2002,5,30,22,105
2002,5,30,23,105
2002,5,31,0,110
2002,5,31,1,110
2002,5,31,2,120
2002,5,31,3,120
2002,5,31,4,120
2002,5,31,5,110
2002,5,31,6,115
2002,5,31,7,120
2002,5,31,8,115
2002,5,31,9,110
2002,5,31,10,105
2002,5,31,11,100
2002,5,31,12,125
2002,5,31,13,130
2002,5,31,14,115
2002,5,31,15,120
2002,5,31,16,115
2002,5,31,17,NaN
2002,5,31,18,115
2002,5,31,19,110
2002,5,31,20,105
2002,5,31,21,105
2002,5,31,22,110
2002,5,31,23,110
2002,6,1,0,124
2002,6,1,1,120
2002,6,1,2,120
2002,6,1,3,125
2002,6,1,4,110
2002,6,1,5,115
2002,6,1,6,110
2002,6,1,7,110
2002,6,1,8,115
2002,6,1,9,110
2002,6,1,10,105
2002,6,1,11,105
2002,6,1,12,105
2002,6,1,13,160
2002,6,1,14,120
2002,6,1,15,110
2002,6,1,16,105
2002,6,1,17,100
2002,6,1,18,110
2002,6,1,19,100
2002,6,1,20,100
2002,6,1,21,100
2002,6,1,22,100
2002,6,1,23,130
2002,6,2,0,120
2002,6,2,1,120
2002,6,2,2,120
2002,6,2,3,110
2002,6,2,4,120
2002,6,2,5,110
2002,6,2,6,110
2002,6,2,7,110
2002,6,2,8,110
2002,6,2,9,120
2002,6,2,10,120
2002,6,2,11,110
2002,6,2,12,120
2002,6,2,13,120
2002,6,2,14,115
2002,6,2,15,120
2002,6,2,16,120
2002,6,2,17,NaN
2002,6,2,18,NaN
2002,6,2,19,NaN
2002,6,2,20,NaN
2002,6,2,21,105
2002,6,2,22,125
2002,6,2,23,120
2002,6,3,0,115
2002,6,3,1,110
2002,6,3,2,130
2002,6,3,3,115
2002,6,3,4,115
2002,6,3,5,105
2002,6,3,6,110
2002,6,3,7,110
2002,6,3,8,110
2002,6,3,9,110
2002,6,3,10,110
2002,6,3,11,120
2002,6,3,12,125
2002,6,3,13,125
2002,6,3,14,120
2002,6,3,15,110
2002,6,3,16,110
2002,6,3,17,110
2002,6,3,18,110
2002,6,3,19,110
2002,6,3,20,120
2002,6,3,21,NaN
2002,6,3,22,100
2002,6,3,23,130
2002,6,4,0,120
2002,6,4,1,120
2002,6,4,2,115
2002,6,4,3,110
2002,6,4,4,120
2002,6,4,5,125
2002,6,4,6,110
2002,6,4,7,115
2002,6,4,8,110
2002,6,4,9,120
2002,6,4,10,125
2002,6,4,11,125
2002,6,4,12,110
2002,6,4,13,120
2002,6,4,14,110
2002,6,4,15,105
2002,6,4,16,100
2002,6,4,17,100
2002,6,4,18,100
2002,6,4,19,100
2002,6,4,20,100
2002,6,4,21,110
2002,6,4,22,120
2002,6,4,23,110
2002,6,5,0,110
2002,6,5,1,110
2002,6,5,2,110
2002,6,5,3,110
2002,6,5,4,110
2002,6,5,5,110
2002,6,5,6,110
2002,6,5,7,110
2002,6,5,8,120
2002,6,5,9,120
2002,6,5,10,120
2002,6,5,11,140
2002,6,5,12,140
2002,6,5,13,130
2002,6,5,14,120
2002,6,5,15,115
2002,6,5,16,110
2002,6,5,17,110
2002,6,5,18,105
2002,6,5,19,NaN
2002,6,5,20,100
2002,6,5,21,110
2002,6,5,22,105
2002,6,5,23,135
2002,6,6,0,125
2002,6,6,1,120
2002,6,6,2,115
2002,6,6,3,110
2002,6,6,4,110
2002,6,6,5,110
2002,6,6,6,120
2002,6,6,7,115
2002,6,6,8,110
2002,6,6,9,110
2002,6,6,10,125
2002,6,6,11,130
2002,6,6,12,125
2002,6,6,13,140
2002,6,6,14,140
2002,6,6,15,120
2002,6,6,16,110
2002,6,6,17,110
2002,6,6,18,NaN
2002,6,6,19,105
2002,6,6,20,105
2002,6,6,21,100
2002,6,6,22,140
2002,6,6,23,140
2002,6,7,0,125
2002,6,7,1,135
2002,6,7,2,120
2002,6,7,3,115
2002,6,7,4,125
2002,6,7,5,120
2002,6,7,6,120
2002,6,7,7,110
2002,6,7,8,110
2002,6,7,9,115
2002,6,7,10,115
2002,6,7,11,130
2002,6,7,12,110
2002,6,7,13,110
2002,6,7,14,110
2002,6,7,15,105
2002,6,7,16,100
2002,6,7,17,100
2002,6,7,18,NaN
2002,6,7,19,NaN
2002,6,7,20,NaN
2002,6,7,21,NaN
2002,6,7,22,110
2002,6,7,23,120
2002,6,8,0,120
2002,6,8,1,110
2002,6,8,2,120
2002,6,8,3,115
2002,6,8,4,115
2002,6,8,5,110
2002,6,8,6,130
2002,6,8,7,120
2002,6,8,8,115
2002,6,8,9,100
2002,6,8,10,100
2002,6,8,11,120
2002,6,8,12,135
2002,6,8,13,120
2002,6,8,14,110
2002,6,8,15,110
2002,6,8,16,NaN
2002,6,8,17,NaN
2002,6,8,18,NaN
2002,6,8,19,NaN
2002,6,8,20,NaN
2002,6,8,21,NaN
2002,6,8,22,105
2002,6,8,23,145
2002,6,9,0,125
2002,6,9,1,110
2002,6,9,2,110
2002,6,9,3,110
2002,6,9,4,120
2002,6,9,5,110
2002,6,9,6,110
2002,6,9,7,110
2002,6,9,8,110
2002,6,9,9,105
2002,6,9,10,115
2002,6,9,11,125
2002,6,9,12,125
2002,6,9,13,115
2002,6,9,14,115
2002,6,9,15,120
2002,6,9,16,115
2002,6,9,17,110
2002,6,9,18,110
2002,6,9,19,105
2002,6,9,20,NaN
2002,6,9,21,NaN
2002,6,9,22,110
2002,6,9,23,130
2002,6,10,0,130
2002,6,10,1,120
2002,6,10,2,120
2002,6,10,3,120
2002,6,10,4,110
2002,6,10,5,110
2002,6,10,6,110
2002,6,10,7,110
2002,6,10,8,120
2002,6,10,9,110
2002,6,10,10,100
2002,6,10,11,120
2002,6,10,12,110
2002,6,10,13,140
2002,6,10,14,130
2002,6,10,15,NaN
2002,6,10,16,NaN
2002,6,10,17,NaN
2002,6,10,18,NaN
2002,6,10,19,NaN
2002,6,10,20,NaN
2002,6,10,21,NaN
2002,6,10,22,120
2002,6,10,23,130
2002,6,11,0,125
2002,6,11,1,120
2002,6,11,2,115
2002,6,11,3,115
2002,6,11,4,110
2002,6,11,5,110
2002,6,11,6,110
2002,6,11,7,105
2002,6,11,8,110
2002,6,11,9,120
2002,6,11,10,110
2002,6,11,11,130
2002,6,11,12,110
2002,6,11,13,130
2002,6,11,14,110
2002,6,11,15,110
2002,6,11,16,100
2002,6,11,17,100
2002,6,11,18,100
2002,6,11,19,100
2002,6,11,20,100
2002,6,11,21,100
2002,6,11,22,100
2002,6,11,23,110
2002,6,12,0,110
2002,6,12,1,110
2002,6,12,2,110
2002,6,12,3,115
2002,6,12,4,150
2002,6,12,5,110
2002,6,12,6,110
2002,6,12,7,105
2002,6,12,8,110
2002,6,12,9,130
2002,6,12,10,130
2002,6,12,11,120
2002,6,12,12,110
2002,6,12,13,110
2002,6,12,14,110
2002,6,12,15,110
2002,6,12,16,110
2002,6,12,17,NaN
2002,6,12,18,100
2002,6,12,19,100
2002,6,12,20,NaN
2002,6,12,21,NaN
2002,6,12,22,120
2002,6,12,23,110
2002,6,13,0,120
2002,6,13,1,115
2002,6,13,2,110
2002,6,13,3,110
2002,6,13,4,105
2002,6,13,5,100
2002,6,13,6,100
2002,6,13,7,110
2002,6,13,8,110
2002,6,13,9,110
2002,6,13,10,110
2002,6,13,11,170
2002,6,13,12,NaN
2002,6,13,13,130
2002,6,13,14,140
2002,6,13,15,115
2002,6,13,16,120
2002,6,13,17,115
2002,6,13,18,115
2002,6,13,19,120
2002,6,13,20,110
2002,6,13,21,110
2002,6,13,22,105
2002,6,13,23,140
2002,6,14,0,125
2002,6,14,1,145
2002,6,14,2,120
2002,6,14,3,120
2002,6,14,4,110
2002,6,14,5,120
2002,6,14,6,110
2002,6,14,7,120
2002,6,14,8,110
2002,6,14,9,110
2002,6,14,10,115
2002,6,14,11,130
2002,6,14,12,125
2002,6,14,13,120
2002,6,14,14,115
2002,6,14,15,110
2002,6,14,16,110
2002,6,14,17,NaN
2002,6,14,18,NaN
2002,6,14,19,NaN
2002,6,14,20,NaN
2002,6,14,21,NaN
2002,6,14,22,105
2002,6,14,23,125
2002,6,15,0,120
2002,6,15,1,125
2002,6,15,2,130
2002,6,15,3,120
2002,6,15,4,110
2002,6,15,5,110
2002,6,15,6,110
2002,6,15,7,110
2002,6,15,8,115
2002,6,15,9,110
2002,6,15,10,130
2002,6,15,11,125
2002,6,15,12,150
2002,6,15,13,130
2002,6,15,14,110
2002,6,15,15,110
2002,6,15,16,NaN
2002,6,15,17,NaN
2002,6,15,18,NaN
2002,6,15,19,NaN
2002,6,15,20,NaN
2002,6,15,21,NaN
2002,6,15,22,120
2002,6,15,23,130
2002,6,16,0,110
2002,6,16,1,120
2002,6,16,2,110
2002,6,16,3,115
2002,6,16,4,105
2002,6,16,5,110
2002,6,16,6,110
2002,6,16,7,100
2002,6,16,8,110
2002,6,16,9,130
2002,6,16,10,130
2002,6,16,11,120
2002,6,16,12,155
2002,6,16,13,115
2002,6,16,14,110
2002,6,16,15,105
2002,6,16,16,100
2002,6,16,17,NaN
2002,6,16,18,NaN
2002,6,16,19,NaN
2002,6,16,20,NaN
2002,6,16,21,NaN
2002,6,16,22,105
2002,6,16,23,120
2002,6,17,0,110
2002,6,17,1,110
2002,6,17,2,110
2002,6,17,3,110
2002,6,17,4,115
2002,6,17,5,110
2002,6,17,6,110
2002,6,17,7,110
2002,6,17,8,110
2002,6,17,9,110
2002,6,17,10,105
2002,6,17,11,100
2002,6,17,12,130
2002,6,17,13,NaN
2002,6,17,14,NaN
2002,6,17,15,NaN
2002,6,17,16,NaN
2002,6,17,17,NaN
2002,6,17,18,NaN
2002,6,17,19,NaN
2002,6,17,20,NaN
2002,6,17,21,NaN
2002,6,17,22,NaN
2002,6,17,23,NaN
2002,6,18,0,NaN
2002,6,18,1,NaN
2002,6,18,2,120
2002,6,18,3,125
2002,6,18,4,110
2002,6,18,5,110
2002,6,18,6,110
2002,6,18,7,110
2002,6,18,8,110
2002,6,18,9,105
2002,6,18,10,120
2002,6,18,11,125
2002,6,18,12,115
2002,6,18,13,110
2002,6,18,14,110
2002,6,18,15,115
2002,6,18,16,110
2002,6,18,17,105
2002,6,18,18,110
2002,6,18,19,100
2002,6,18,20,100
2002,6,18,21,105
2002,6,18,22,120
2002,6,18,23,120
2002,6,19,0,120
2002,6,19,1,110
2002,6,19,2,110
2002,6,19,3,110
2002,6,19,4,120
2002,6,19,5,110
2002,6,19,6,110
2002,6,19,7,120
2002,6,19,8,115
2002,6,19,9,110
2002,6,19,10,120
2002,6,19,11,140
2002,6,19,12,120
2002,6,19,13,110
2002,6,19,14,110
2002,6,19,15,110
2002,6,19,16,110
2002,6,19,17,110
2002,6,19,18,NaN
2002,6,19,19,110
2002,6,19,20,110
2002,6,19,21,110
2002,6,19,22,110
2002,6,19,23,110
2002,6,20,0,130
2002,6,20,1,110
2002,6,20,2,120
2002,6,20,3,130
2002,6,20,4,110
2002,6,20,5,120
2002,6,20,6,130
2002,6,20,7,120
2002,6,20,8,110
2002,6,20,9,110
2002,6,20,10,110
2002,6,20,11,110
2002,6,20,12,120
2002,6,20,13,110
2002,6,20,14,105
2002,6,20,15,105
2002,6,20,16,NaN
2002,6,20,17,105
2002,6,20,18,NaN
2002,6,20,19,NaN
2002,6,20,20,120
2002,6,20,21,115
2002,6,20,22,110
2002,6,20,23,110
2002,6,21,0,120
2002,6,21,1,110
2002,6,21,2,110
2002,6,21,3,110
2002,6,21,4,100
2002,6,21,5,105
2002,6,21,6,125
2002,6,21,7,105
2002,6,21,8,NaN
2002,6,21,9,105
2002,6,21,10,100
2002,6,21,11,125
2002,6,21,12,120
2002,6,21,13,110
2002,6,21,14,110
2002,6,21,15,110
2002,6,21,16,110
2002,6,21,17,105
2002,6,21,18,110
2002,6,21,19,105
2002,6,21,20,115
2002,6,21,21,115
2002,6,21,22,110
2002,6,21,23,110
2002,6,22,0,120
2002,6,22,1,115
2002,6,22,2,120
2002,6,22,3,115
2002,6,22,4,110
2002,6,22,5,110
2002,6,22,6,100
2002,6,22,7,100
2002,6,22,8,NaN
2002,6,22,9,110
2002,6,22,10,145
2002,6,22,11,135
2002,6,22,12,120
2002,6,22,13,115
2002,6,22,14,110
2002,6,22,15,105
2002,6,22,16,110
2002,6,22,17,100
2002,6,22,18,105
2002,6,22,19,120
2002,6,22,20,115
2002,6,22,21,NaN
2002,6,22,22,NaN
2002,6,22,23,NaN
2002,6,23,0,NaN
2002,6,23,1,NaN
2002,6,23,2,115
2002,6,23,3,130
2002,6,23,4,125
2002,6,23,5,110
2002,6,23,6,110
2002,6,23,7,105
2002,6,23,8,NaN
2002,6,23,9,110
2002,6,23,10,110
2002,6,23,11,120
2002,6,23,12,120
2002,6,23,13,120
2002,6,23,14,120
2002,6,23,15,120
2002,6,23,16,110
2002,6,23,17,105
2002,6,23,18,105
2002,6,23,19,100
2002,6,23,20,100
2002,6,23,21,110
2002,6,23,22,130
2002,6,23,23,110
2002,6,24,0,120
2002,6,24,1,110
2002,6,24,2,120
2002,6,24,3,130
2002,6,24,4,110
2002,6,24,5,110
2002,6,24,6,100
2002,6,24,7,110
2002,6,24,8,110
2002,6,24,9,100
2002,6,24,10,100
2002,6,24,11,100
2002,6,24,12,115
2002,6,24,13,135
2002,6,24,14,135
2002,6,24,15,100
2002,6,24,16,125
2002,6,24,17,100
2002,6,24,18,110
2002,6,24,19,105
2002,6,24,20,105
2002,6,24,21,100
2002,6,24,22,100
2002,6,24,23,140
2002,6,25,0,105
2002,6,25,1,145
2002,6,25,2,115
2002,6,25,3,125
2002,6,25,4,115
2002,6,25,5,110
2002,6,25,6,110
2002,6,25,7,110
2002,6,25,8,110
2002,6,25,9,110
2002,6,25,10,110
2002,6,25,11,115
2002,6,25,12,NaN
2002,6,25,13,120
2002,6,25,14,130
2002,6,25,15,120
2002,6,25,16,125
2002,6,25,17,115
2002,6,25,18,120
2002,6,25,19,NaN
2002,6,25,20,NaN
2002,6,25,21,NaN
2002,6,25,22,105
2002,6,25,23,130
2002,6,26,0,130
2002,6,26,1,110
2002,6,26,2,145
2002,6,26,3,130
2002,6,26,4,125
2002,6,26,5,120
2002,6,26,6,115
2002,6,26,7,125
2002,6,26,8,115
2002,6,26,9,NaN
2002,6,26,10,NaN
2002,6,26,11,120
2002,6,26,12,145
2002,6,26,13,100
2002,6,26,14,125
2002,6,26,15,110
2002,6,26,16,NaN
2002,6,26,17,NaN
2002,6,26,18,100
2002,6,26,19,105
2002,6,26,20,105
2002,6,26,21,NaN
2002,6,26,22,100
2002,6,26,23,145
2002,6,27,0,105
2002,6,27,1,110
2002,6,27,2,125
2002,6,27,3,115
2002,6,27,4,115
2002,6,27,5,115
2002,6,27,6,110
2002,6,27,7,115
2002,6,27,8,125
2002,6,27,9,NaN
2002,6,27,10,100
2002,6,27,11,105
2002,6,27,12,130
2002,6,27,13,100
2002,6,27,14,100
2002,6,27,15,100
2002,6,27,16,100
2002,6,27,17,100
2002,6,27,18,NaN
2002,6,27,19,NaN
2002,6,27,20,100
2002,6,27,21,100
2002,6,27,22,100
2002,6,27,23,100
2002,6,28,0,100
2002,6,28,1,100
2002,6,28,2,110
2002,6,28,3,110
2002,6,28,4,105
2002,6,28,5,110
2002,6,28,6,110
2002,6,28,7,110
2002,6,28,8,115
2002,6,28,9,120
2002,6,28,10,130
2002,6,28,11,130
2002,6,28,12,130
2002,6,28,13,110
2002,6,28,14,110
2002,6,28,15,NaN
2002,6,28,16,NaN
2002,6,28,17,NaN
2002,6,28,18,NaN
2002,6,28,19,NaN
2002,6,28,20,NaN
2002,6,28,21,NaN
2002,6,28,22,100
2002,6,28,23,100
2002,6,29,0,100
2002,6,29,1,100
2002,6,29,2,115
2002,6,29,3,140
2002,6,29,4,115
2002,6,29,5,120
2002,6,29,6,115
2002,6,29,7,110
2002,6,29,8,110
2002,6,29,9,110
2002,6,29,10,120
2002,6,29,11,105
2002,6,29,12,110
2002,6,29,13,125
2002,6,29,14,110
2002,6,29,15,115
2002,6,29,16,120
2002,6,29,17,NaN
2002,6,29,18,NaN
2002,6,29,19,NaN
2002,6,29,20,115
2002,6,29,21,NaN
2002,6,29,22,NaN
2002,6,29,23,120
2002,6,30,0,115
2002,6,30,1,120
2002,6,30,2,120
2002,6,30,3,135
2002,6,30,4,130
2002,6,30,5,125
2002,6,30,6,115
2002,6,30,7,115
2002,6,30,8,120
2002,6,30,9,120
2002,6,30,10,110
2002,6,30,11,110
2002,6,30,12,110
2002,6,30,13,130
2002,6,30,14,100
2002,6,30,15,145
2002,6,30,16,110
2002,6,30,17,115
2002,6,30,18,115
2002,6,30,19,110
2002,6,30,20,105
2002,6,30,21,110
2002,6,30,22,100
2002,6,30,23,100
2002,7,1,0,100
2002,7,1,1,100
2002,7,1,2,110
2002,7,1,3,125
2002,7,1,4,110
2002,7,1,5,125
2002,7,1,6,110
2002,7,1,7,115
2002,7,1,8,115
2002,7,1,9,120
2002,7,1,10,120
2002,7,1,11,120
2002,7,1,12,110
2002,7,1,13,110
2002,7,1,14,115
2002,7,1,15,105
2002,7,1,16,105
2002,7,1,17,NaN
2002,7,1,18,110
2002,7,1,19,105
2002,7,1,20,105
2002,7,1,21,105
2002,7,1,22,100
2002,7,1,23,100
2002,7,2,0,100
2002,7,2,1,105
2002,7,2,2,115
2002,7,2,3,110
2002,7,2,4,110
2002,7,2,5,110
2002,7,2,6,105
2002,7,2,7,105
2002,7,2,8,105
2002,7,2,9,120
2002,7,2,10,120
2002,7,2,11,105
2002,7,2,12,130
2002,7,2,13,115
2002,7,2,14,120
2002,7,2,15,110
2002,7,2,16,NaN
2002,7,2,17,110
2002,7,2,18,100
2002,7,2,19,NaN
2002,7,2,20,NaN
2002,7,2,21,NaN
2002,7,2,22,100
2002,7,2,23,115
2002,7,3,0,120
2002,7,3,1,140
2002,7,3,2,130
2002,7,3,3,110
2002,7,3,4,130
2002,7,3,5,130
2002,7,3,6,130
2002,7,3,7,130
2002,7,3,8,105
2002,7,3,9,115
2002,7,3,10,130
2002,7,3,11,110
2002,7,3,12,125
2002,7,3,13,110
2002,7,3,14,110
2002,7,3,15,115
2002,7,3,16,115
2002,7,3,17,105
2002,7,3,18,NaN
2002,7,3,19,NaN
2002,7,3,20,NaN
2002,7,3,21,NaN
2002,7,3,22,115
2002,7,3,23,125
2002,7,4,0,130
2002,7,4,1,135
2002,7,4,2,125
2002,7,4,3,115
2002,7,4,4,115
2002,7,4,5,120
2002,7,4,6,125
2002,7,4,7,110
2002,7,4,8,110
2002,7,4,9,120
2002,7,4,10,110
2002,7,4,11,125
2002,7,4,12,135
2002,7,4,13,130
2002,7,4,14,125
2002,7,4,15,105
2002,7,4,16,110
2002,7,4,17,100
2002,7,4,18,100
2002,7,4,19,NaN
2002,7,4,20,105
2002,7,4,21,105
2002,7,4,22,110
2002,7,4,23,100
2002,7,5,0,125
2002,7,5,1,145
2002,7,5,2,125
2002,7,5,3,120
2002,7,5,4,120
2002,7,5,5,110
2002,7,5,6,110
2002,7,5,7,NaN
2002,7,5,8,110
2002,7,5,9,120
2002,7,5,10,NaN
2002,7,5,11,135
2002,7,5,12,115
2002,7,5,13,110
2002,7,5,14,100
2002,7,5,15,100
2002,7,5,16,105
2002,7,5,17,105
2002,7,5,18,100
2002,7,5,19,NaN
2002,7,5,20,NaN
2002,7,5,21,105
2002,7,5,22,110
2002,7,5,23,130
2002,7,6,0,100
2002,7,6,1,130
2002,7,6,2,120
2002,7,6,3,110
2002,7,6,4,110
2002,7,6,5,105
2002,7,6,6,105
2002,7,6,7,115
2002,7,6,8,110
2002,7,6,9,105
2002,7,6,10,105
2002,7,6,11,100
2002,7,6,12,100
2002,7,6,13,115
2002,7,6,14,110
2002,7,6,15,105
2002,7,6,16,105
2002,7,6,17,NaN
2002,7,6,18,NaN
2002,7,6,19,NaN
2002,7,6,20,120
2002,7,6,21,NaN
2002,7,6,22,105
2002,7,6,23,125
2002,7,7,0,120
2002,7,7,1,130
2002,7,7,2,110
2002,7,7,3,115
2002,7,7,4,120
2002,7,7,5,110
2002,7,7,6,110
2002,7,7,7,100
2002,7,7,8,110
2002,7,7,9,105
2002,7,7,10,120
2002,7,7,11,140
2002,7,7,12,NaN
2002,7,7,13,120
2002,7,7,14,110
2002,7,7,15,110
2002,7,7,16,NaN
2002,7,7,17,NaN
2002,7,7,18,NaN
2002,7,7,19,NaN
2002,7,7,20,NaN
2002,7,7,21,110
2002,7,7,22,110
2002,7,7,23,100
2002,7,8,0,120
2002,7,8,1,115
2002,7,8,2,110
2002,7,8,3,110
2002,7,8,4,110
2002,7,8,5,115
2002,7,8,6,110
2002,7,8,7,105
2002,7,8,8,110
2002,7,8,9,105
2002,7,8,10,125
2002,7,8,11,140
2002,7,8,12,115
2002,7,8,13,110
2002,7,8,14,105
2002,7,8,15,105
2002,7,8,16,100
2002,7,8,17,100
2002,7,8,18,NaN
2002,7,8,19,100
2002,7,8,20,100
2002,7,8,21,100
2002,7,8,22,100
2002,7,8,23,110
2002,7,9,0,110
2002,7,9,1,110
2002,7,9,2,105
2002,7,9,3,105
2002,7,9,4,125
2002,7,9,5,105
2002,7,9,6,105
2002,7,9,7,110
2002,7,9,8,135
2002,7,9,9,105
2002,7,9,10,105
2002,7,9,11,120
2002,7,9,12,115
2002,7,9,13,120
2002,7,9,14,110
2002,7,9,15,110
2002,7,9,16,105
2002,7,9,17,110
2002,7,9,18,110
2002,7,9,19,110
2002,7,9,20,105
2002,7,9,21,105
2002,7,9,22,120
2002,7,9,23,115
2002,7,10,0,120
2002,7,10,1,115
2002,7,10,2,115
2002,7,10,3,110
2002,7,10,4,110
2002,7,10,5,105
2002,7,10,6,115
2002,7,10,7,110
2002,7,10,8,120
2002,7,10,9,100
2002,7,10,10,110
2002,7,10,11,105
2002,7,10,12,140
2002,7,10,13,115
2002,7,10,14,120
2002,7,10,15,110
2002,7,10,16,100
2002,7,10,17,100
2002,7,10,18,105
2002,7,10,19,NaN
2002,7,10,20,NaN
2002,7,10,21,NaN
2002,7,10,22,110
2002,7,10,23,115
2002,7,11,0,130
2002,7,11,1,120
2002,7,11,2,120
2002,7,11,3,110
2002,7,11,4,110
2002,7,11,5,115
2002,7,11,6,105
2002,7,11,7,100
2002,7,11,8,105
2002,7,11,9,NaN
2002,7,11,10,130
2002,7,11,11,120
2002,7,11,12,115
2002,7,11,13,130
2002,7,11,14,120
2002,7,11,15,110
2002,7,11,16,110
2002,7,11,17,105
2002,7,11,18,NaN
2002,7,11,19,NaN
2002,7,11,20,NaN
2002,7,11,21,NaN
2002,7,11,22,NaN
2002,7,11,23,110
2002,7,12,0,105
2002,7,12,1,110
2002,7,12,2,110
2002,7,12,3,110
2002,7,12,4,110
2002,7,12,5,110
2002,7,12,6,110
2002,7,12,7,130
2002,7,12,8,110
2002,7,12,9,110
2002,7,12,10,100
2002,7,12,11,120
2002,7,12,12,120
2002,7,12,13,NaN
2002,7,12,14,NaN
2002,7,12,15,NaN
2002,7,12,16,NaN
2002,7,12,17,NaN
2002,7,12,18,120
2002,7,12,19,NaN
2002,7,12,20,NaN
2002,7,12,21,NaN
2002,7,12,22,NaN
2002,7,12,23,NaN
2002,7,13,0,NaN
2002,7,13,1,NaN
2002,7,13,2,NaN
2002,7,13,3,NaN
2002,7,13,4,NaN
2002,7,13,5,NaN
2002,7,13,6,130
2002,7,13,7,125
2002,7,13,8,115
2002,7,13,9,115
2002,7,13,10,120
2002,7,13,11,115
2002,7,13,12,110
2002,7,13,13,110
2002,7,13,14,105
2002,7,13,15,115
2002,7,13,16,110
2002,7,13,17,110
2002,7,13,18,110
2002,7,13,19,110
2002,7,13,20,105
2002,7,13,21,105
2002,7,13,22,105
2002,7,13,23,100
2002,7,14,0,120
2002,7,14,1,110
2002,7,14,2,115
2002,7,14,3,125
2002,7,14,4,115
2002,7,14,5,110
2002,7,14,6,110
2002,7,14,7,110
2002,7,14,8,115
2002,7,14,9,115
2002,7,14,10,110
2002,7,14,11,110
2002,7,14,12,115
2002,7,14,13,110
2002,7,14,14,110
2002,7,14,15,120
2002,7,14,16,110
2002,7,14,17,105
2002,7,14,18,105
2002,7,14,19,105
2002,7,14,20,100
2002,7,14,21,105
2002,7,14,22,100
2002,7,14,23,125
2002,7,15,0,130
2002,7,15,1,130
2002,7,15,2,140
2002,7,15,3,110
2002,7,15,4,105
2002,7,15,5,110
2002,7,15,6,115
2002,7,15,7,110
2002,7,15,8,110
2002,7,15,9,110
2002,7,15,10,110
2002,7,15,11,135
2002,7,15,12,125
2002,7,15,13,120
2002,7,15,14,115
2002,7,15,15,110
2002,7,15,16,110
2002,7,15,17,110
2002,7,15,18,NaN
2002,7,15,19,115
2002,7,15,20,110
2002,7,15,21,110
2002,7,15,22,NaN
2002,7,15,23,130
2002,7,16,0,115
2002,7,16,1,140
2002,7,16,2,120
2002,7,16,3,120
2002,7,16,4,110
2002,7,16,5,110
2002,7,16,6,110
2002,7,16,7,115
2002,7,16,8,110
2002,7,16,9,120
2002,7,16,10,120
